Method,Parameter,Outcome,delta_raw_4000,delta_4000,delta_conf_4000,S1_4000,S1_conf_4000,delta_4000_norm
Delta_4000,CO2 Cap,Electricity capacity_Carrier_share 2050 Coal,,,,,,
Delta_4000,Buildings demand,Electricity capacity_Carrier_share 2050 Coal,,,,,,
Delta_4000,Steel Production,Electricity capacity_Carrier_share 2050 Coal,,,,,,
Delta_4000,Chemical Production,Electricity capacity_Carrier_share 2050 Coal,,,,,,
Delta_4000,Passenger Cars,Electricity capacity_Carrier_share 2050 Coal,,,,,,
Delta_4000,Bunker aviation,Electricity capacity_Carrier_share 2050 Coal,,,,,,
Delta_4000,Bunker navigation,Electricity capacity_Carrier_share 2050 Coal,,,,,,
Delta_4000,Agriculture neGHG CH4,Electricity capacity_Carrier_share 2050 Coal,,,,,,
Delta_4000,Agriculture neGHG N2O,Electricity capacity_Carrier_share 2050 Coal,,,,,,
Delta_4000,Wind offshore Costs,Electricity capacity_Carrier_share 2050 Coal,,,,,,
Delta_4000,Wind offshore Potential,Electricity capacity_Carrier_share 2050 Coal,,,,,,
Delta_4000,Solar PV Costs,Electricity capacity_Carrier_share 2050 Coal,,,,,,
Delta_4000,Solar PV Potential,Electricity capacity_Carrier_share 2050 Coal,,,,,,
Delta_4000,Nuclear Costs,Electricity capacity_Carrier_share 2050 Coal,,,,,,
Delta_4000,Nuclear Potential,Electricity capacity_Carrier_share 2050 Coal,,,,,,
Delta_4000,Hydrogen Import Potential,Electricity capacity_Carrier_share 2050 Coal,,,,,,
Delta_4000,Hydrogen Import Price,Electricity capacity_Carrier_share 2050 Coal,,,,,,
Delta_4000,Biomass Import Potential,Electricity capacity_Carrier_share 2050 Coal,,,,,,
Delta_4000,Biomass Import Price,Electricity capacity_Carrier_share 2050 Coal,,,,,,
Delta_4000,Ammonia Import Potential,Electricity capacity_Carrier_share 2050 Coal,,,,,,
Delta_4000,Ammonia Import Price,Electricity capacity_Carrier_share 2050 Coal,,,,,,
Delta_4000,CCS potential,Electricity capacity_Carrier_share 2050 Coal,,,,,,
Delta_4000,Flexibility Costs,Electricity capacity_Carrier_share 2050 Coal,,,,,,
Delta_4000,LNG Import Price,Electricity capacity_Carrier_share 2050 Coal,,,,,,
Delta_4000,Electricity Trade Price,Electricity capacity_Carrier_share 2050 Coal,,,,,,
Delta_4000,Weather Conditions,Electricity capacity_Carrier_share 2050 Coal,,,,,,
Delta_4000,Electricity Trade Ratio,Electricity capacity_Carrier_share 2050 Coal,,,,,,
Delta_4000,WACC,techStocks 2050 TNI01_04,,,,,,
Delta_4000,Bunker Emission Reduction,techStocks 2050 TNI01_04,,,,,,
Delta_4000,End-of-Life Emission Reduction,techStocks 2050 TNI01_04,,,,,,
Delta_4000,CO2 Cap,techStocks 2050 TNI01_05,,,,,,
Delta_4000,Buildings demand,techStocks 2050 TNI01_05,,,,,,
Delta_4000,Steel Production,techStocks 2050 TNI01_05,,,,,,
Delta_4000,Chemical Production,techStocks 2050 TNI01_05,,,,,,
Delta_4000,Passenger Cars,techStocks 2050 TNI01_05,,,,,,
Delta_4000,Bunker aviation,techStocks 2050 TNI01_05,,,,,,
Delta_4000,Bunker navigation,techStocks 2050 TNI01_05,,,,,,
Delta_4000,Agriculture neGHG CH4,techStocks 2050 TNI01_05,,,,,,
Delta_4000,Agriculture neGHG N2O,techStocks 2050 TNI01_05,,,,,,
Delta_4000,Wind offshore Costs,techStocks 2050 TNI01_05,,,,,,
Delta_4000,Wind offshore Potential,techStocks 2050 TNI01_05,,,,,,
Delta_4000,Solar PV Costs,techStocks 2050 TNI01_05,,,,,,
Delta_4000,Solar PV Potential,techStocks 2050 TNI01_05,,,,,,
Delta_4000,Nuclear Costs,techStocks 2050 TNI01_05,,,,,,
Delta_4000,Nuclear Potential,techStocks 2050 TNI01_05,,,,,,
Delta_4000,Hydrogen Import Potential,techStocks 2050 TNI01_05,,,,,,
Delta_4000,Hydrogen Import Price,techStocks 2050 TNI01_05,,,,,,
Delta_4000,Biomass Import Potential,techStocks 2050 TNI01_05,,,,,,
Delta_4000,Biomass Import Price,techStocks 2050 TNI01_05,,,,,,
Delta_4000,Ammonia Import Potential,techStocks 2050 TNI01_05,,,,,,
Delta_4000,Ammonia Import Price,techStocks 2050 TNI01_05,,,,,,
Delta_4000,CCS potential,techStocks 2050 TNI01_05,,,,,,
Delta_4000,Flexibility Costs,techStocks 2050 TNI01_05,,,,,,
Delta_4000,LNG Import Price,techStocks 2050 TNI01_05,,,,,,
Delta_4000,Electricity Trade Price,techStocks 2050 TNI01_05,,,,,,
Delta_4000,Weather Conditions,techStocks 2050 TNI01_05,,,,,,
Delta_4000,Electricity Trade Ratio,techStocks 2050 TNI01_05,,,,,,
Delta_4000,Electricity Trade Volume,techStocks 2050 TNI01_05,,,,,,
Delta_4000,WACC,techStocks 2050 TNI01_05,,,,,,
Delta_4000,Bunker Emission Reduction,techStocks 2050 TNI01_05,,,,,,
Delta_4000,End-of-Life Emission Reduction,techStocks 2050 TNI01_05,,,,,,
Delta_4000,CO2 Cap,techStocks 2050 TNB01_01,0.11630773905715173,0.11630773905715173,0.00455399470004775,0.0,0.0,0.08432138077321924
Delta_4000,Buildings demand,techStocks 2050 TNB01_01,0.10984210395678355,0.10984210395678355,0.004526363529305848,0.0,0.0,0.03003486113085836
Delta_4000,Steel Production,techStocks 2050 TNB01_01,0.12326278548954946,0.12326278548954946,0.004453419064224732,0.0,0.0,0.14271707723687996
Delta_4000,Chemical Production,techStocks 2050 TNB01_01,0.12720579689568173,0.12720579689568173,0.004086441184110856,0.0,0.0,0.17582323971376698
Delta_4000,Passenger Cars,techStocks 2050 TNB01_01,0.12322377486591155,0.12322377486591155,0.004330025814848656,0.0,0.0,0.14238953772165744
Delta_4000,Bunker aviation,techStocks 2050 TNB01_01,0.11839248757974788,0.11839248757974788,0.004504589442341467,0.0,0.0,0.1018252670681408
Delta_4000,Bunker navigation,techStocks 2050 TNB01_01,0.10626489079886307,0.10626489079886307,0.004301658010560435,0.0,0.0,0.0
Delta_4000,Agriculture neGHG CH4,techStocks 2050 TNB01_01,0.10716806802939378,0.10716806802939378,0.004217068418521024,0.0,0.0,0.007583222329225865
Delta_4000,Agriculture neGHG N2O,techStocks 2050 TNB01_01,0.11240579639362278,0.11240579639362278,0.003978009163851011,0.0,0.0,0.05156003811177387
Delta_4000,Wind offshore Costs,techStocks 2050 TNB01_01,0.10775201758597217,0.10775201758597217,0.004808939704536358,0.0,0.0,0.012486157397667173
Delta_4000,Wind offshore Potential,techStocks 2050 TNB01_01,0.1193266657755745,0.1193266657755745,0.004142230263835657,0.0,0.0,0.1096687785237006
Delta_4000,Solar PV Costs,techStocks 2050 TNB01_01,0.11132212234109724,0.11132212234109724,0.004493816166718808,0.0,0.0,0.042461335227196584
Delta_4000,Solar PV Potential,techStocks 2050 TNB01_01,0.11613123813387162,0.11613123813387162,0.0051598805968232206,0.0,0.0,0.08283945043075448
Delta_4000,Nuclear Costs,techStocks 2050 TNB01_01,0.11504751145358348,0.11504751145358348,0.004027945864880643,0.0,0.0,0.07374030567495742
Delta_4000,Nuclear Potential,techStocks 2050 TNB01_01,0.10807003110587736,0.10807003110587736,0.0033849628609405264,0.0,0.0,0.01515625042439653
Delta_4000,Hydrogen Import Potential,techStocks 2050 TNB01_01,0.11375456061621969,0.11375456061621969,0.004173216131932189,0.0,0.0,0.06288448100505617
Delta_4000,Hydrogen Import Price,techStocks 2050 TNB01_01,0.1192794537691093,0.1192794537691093,0.004307352430625482,0.0,0.0,0.10927237886975434
Delta_4000,Biomass Import Potential,techStocks 2050 TNB01_01,0.12157863608776638,0.12157863608776638,0.004461760579208235,0.0,0.0,0.12857668605158695
Delta_4000,Biomass Import Price,techStocks 2050 TNB01_01,0.13973183020826224,0.13973183020826224,0.007522602285965603,0.0,0.0,0.2809938444429987
Delta_4000,Ammonia Import Potential,techStocks 2050 TNB01_01,0.11744185662331011,0.11744185662331011,0.0044686145514330105,0.0,0.0,0.09384361556937981
Delta_4000,Ammonia Import Price,techStocks 2050 TNB01_01,0.10799889631840488,0.10799889631840488,0.004560798446256994,0.0,0.0,0.014558991225967613
Delta_4000,CCS potential,techStocks 2050 TNB01_01,0.12329414555081114,0.12329414555081114,0.004747839457300419,0.0,0.0,0.14298038139111086
Delta_4000,Flexibility Costs,techStocks 2050 TNB01_01,0.11889486720208749,0.11889486720208749,0.004334635373110055,0.0,0.0,0.10604332775556004
Delta_4000,LNG Import Price,techStocks 2050 TNB01_01,0.20670828595283947,0.20670828595283947,0.01170976903645606,0.0,0.0,0.8433390160946838
Delta_4000,Electricity Trade Price,techStocks 2050 TNB01_01,0.11218374266739951,0.11218374266739951,0.0044039300469535005,0.0,0.0,0.049695639056901116
Delta_4000,Weather Conditions,techStocks 2050 TNB01_01,0.11861143025570108,0.11861143025570108,0.0037815479069163546,0.0,0.0,0.10366354524100078
Delta_4000,Electricity Trade Ratio,techStocks 2050 TNB01_01,0.11579835742787649,0.11579835742787649,0.0048579890241471965,0.0,0.0,0.08004453010134421
Delta_4000,Electricity Trade Volume,techStocks 2050 TNB01_01,0.11875674980009444,0.11875674980009444,0.004108739350769645,0.0,0.0,0.1048836716753986
Delta_4000,WACC,techStocks 2050 TNB01_01,0.11739557064511434,0.11739557064511434,0.0044723545920098765,0.0,0.0,0.093454990998787
Delta_4000,Bunker Emission Reduction,techStocks 2050 TNB01_01,0.2253669283390062,0.2253669283390062,0.010706233627769053,0.0,0.0,1.0
Delta_4000,End-of-Life Emission Reduction,techStocks 2050 TNB01_01,0.1145220317568287,0.1145220317568287,0.0047379953620319435,0.0,0.0,0.0693282930208693
Delta_4000,CO2 Cap,techStocks 2050 Res02_05,0.05149270384538547,0.05149270384538547,0.006945227117925284,0.0,0.0,0.01828272962914863
Delta_4000,Buildings demand,techStocks 2050 Res02_05,0.8874933716443096,0.8874933716443096,0.002220710329513096,0.0,0.0,1.0
Delta_4000,Steel Production,techStocks 2050 Res02_05,0.05093142457604266,0.05093142457604266,0.007648217209265918,0.0,0.0,0.017623618251085115
Delta_4000,Chemical Production,techStocks 2050 Res02_05,0.056140477767948394,0.056140477767948394,0.006347376773751605,0.0,0.0,0.023740619920758717
Delta_4000,Passenger Cars,techStocks 2050 Res02_05,0.04292696024400671,0.04292696024400671,0.007454760058534369,0.0,0.0,0.008223959641341974
Delta_4000,Bunker aviation,techStocks 2050 Res02_05,0.03592368551347649,0.03592368551347649,0.006642869631870044,0.0,0.0,0.0
Delta_4000,Bunker navigation,techStocks 2050 Res02_05,0.05077464386626768,0.05077464386626768,0.006525347887102408,0.0,0.0,0.01743951034737693
Delta_4000,Agriculture neGHG CH4,techStocks 2050 Res02_05,0.06274404237318511,0.06274404237318511,0.0070873079626393295,0.0,0.0,0.03149519915577174
Delta_4000,Agriculture neGHG N2O,techStocks 2050 Res02_05,0.06963215875376312,0.06963215875376312,0.006592963817884484,0.0,0.0,0.03958392811449578
Delta_4000,Wind offshore Costs,techStocks 2050 Res02_05,0.059512222269788174,0.059512222269788174,0.006751001440473015,0.0,0.0,0.027700066289921457
Delta_4000,Wind offshore Potential,techStocks 2050 Res02_05,0.05124887088646459,0.05124887088646459,0.008941491542445666,0.0,0.0,0.017996396093688072
Delta_4000,Solar PV Costs,techStocks 2050 Res02_05,0.053144845511658045,0.053144845511658045,0.007675413919167834,0.0,0.0,0.02022284292014563
Delta_4000,Solar PV Potential,techStocks 2050 Res02_05,0.05880621744680953,0.05880621744680953,0.00701258521027611,0.0,0.0,0.026871003402318648
Delta_4000,Nuclear Costs,techStocks 2050 Res02_05,0.05443878003065305,0.05443878003065305,0.007535016077906753,0.0,0.0,0.021742312835607378
Delta_4000,Nuclear Potential,techStocks 2050 Res02_05,0.06542582438617603,0.06542582438617603,0.007104198135643603,0.0,0.0,0.03464442118265692
Delta_4000,Hydrogen Import Potential,techStocks 2050 Res02_05,0.04768272158495594,0.04768272158495594,0.007425588331210895,0.0,0.0,0.013808659776168717
Delta_4000,Hydrogen Import Price,techStocks 2050 Res02_05,0.06351497475688718,0.06351497475688718,0.00684143813192625,0.0,0.0,0.03240050660888794
Delta_4000,Biomass Import Potential,techStocks 2050 Res02_05,0.039169076278608064,0.039169076278608064,0.007702619021260459,0.0,0.0,0.0038110689212966686
Delta_4000,Biomass Import Price,techStocks 2050 Res02_05,0.06784129175858367,0.06784129175858367,0.007347076985248694,0.0,0.0,0.037480909389960876
Delta_4000,Ammonia Import Potential,techStocks 2050 Res02_05,0.06207360475433827,0.06207360475433827,0.007593765980781644,0.0,0.0,0.030707902907718312
Delta_4000,Ammonia Import Price,techStocks 2050 Res02_05,0.0445944135846917,0.0445944135846917,0.00776825483793176,0.0,0.0,0.010182053462484407
Delta_4000,CCS potential,techStocks 2050 Res02_05,0.04527476119394394,0.04527476119394394,0.007157512878638208,0.0,0.0,0.010980987032258891
Delta_4000,Flexibility Costs,techStocks 2050 Res02_05,0.05551686178890608,0.05551686178890608,0.007485196918502318,0.0,0.0,0.02300830641876482
Delta_4000,LNG Import Price,techStocks 2050 Res02_05,0.05066996295954602,0.05066996295954602,0.006401558159978283,0.0,0.0,0.01731658334747715
Delta_4000,Electricity Trade Price,techStocks 2050 Res02_05,0.0572929670775476,0.0572929670775476,0.007545200722297711,0.0,0.0,0.025093990441538552
Delta_4000,Weather Conditions,techStocks 2050 Res02_05,0.0432276194389365,0.0432276194389365,0.007409549436330437,0.0,0.0,0.008577024340363677
Delta_4000,Electricity Trade Ratio,techStocks 2050 Res02_05,0.05786824434639746,0.05786824434639746,0.007063396907644986,0.0,0.0,0.025769539698656512
Delta_4000,Electricity Trade Volume,techStocks 2050 Res02_05,0.05935555644983103,0.05935555644983103,0.008164023883369297,0.0,0.0,0.02751609330155809
Delta_4000,WACC,techStocks 2050 Res02_05,0.049654439648421825,0.049654439648421825,0.00871814669222268,0.0,0.0,0.016124052274960592
Delta_4000,Bunker Emission Reduction,techStocks 2050 Res02_05,0.04933606257397698,0.04933606257397698,0.0072731678604686266,0.0,0.0,0.015750181434288215
Delta_4000,End-of-Life Emission Reduction,techStocks 2050 Res02_05,0.0553085781153888,0.0553085781153888,0.008479314385720348,0.0,0.0,0.02276371848085497
Delta_4000,CO2 Cap,techStocks 2050 Ser02_03,0.12737391156024797,0.12737391156024797,0.0017912385948351415,0.0,0.0,0.12926021521895587
Delta_4000,Buildings demand,techStocks 2050 Ser02_03,0.1293859244965535,0.1293859244965535,0.0018919898734099745,0.0,0.0,0.16706181569610615
Delta_4000,Steel Production,techStocks 2050 Ser02_03,0.13030318173189348,0.13030318173189348,0.002032892232197241,0.0,0.0,0.18429519969649194
Delta_4000,Chemical Production,techStocks 2050 Ser02_03,0.13057023175575633,0.13057023175575633,0.0019921244692686943,0.0,0.0,0.18931252246182817
Delta_4000,Passenger Cars,techStocks 2050 Ser02_03,0.1302538292809129,0.1302538292809129,0.00160435379929534,0.0,0.0,0.18336796826528556
Delta_4000,Bunker aviation,techStocks 2050 Ser02_03,0.12893006783105895,0.12893006783105895,0.002045118688175696,0.0,0.0,0.1584972029975851
Delta_4000,Bunker navigation,techStocks 2050 Ser02_03,0.12594345712494356,0.12594345712494356,0.001856904336366922,0.0,0.0,0.10238490736758868
Delta_4000,Agriculture neGHG CH4,techStocks 2050 Ser02_03,0.1282101473153388,0.1282101473153388,0.0021129563142672655,0.0,0.0,0.14497137161772947
Delta_4000,Agriculture neGHG N2O,techStocks 2050 Ser02_03,0.13036760124000812,0.13036760124000812,0.001644284180447798,0.0,0.0,0.1855055102589855
Delta_4000,Wind offshore Costs,techStocks 2050 Ser02_03,0.12706933431651024,0.12706933431651024,0.0021626654683550334,0.0,0.0,0.12353783288509959
Delta_4000,Wind offshore Potential,techStocks 2050 Ser02_03,0.12992401312188853,0.12992401312188853,0.0023904056869818086,0.0,0.0,0.17717139842749907
Delta_4000,Solar PV Costs,techStocks 2050 Ser02_03,0.12832407409931912,0.12832407409931912,0.0022596867081605436,0.0,0.0,0.14711182245378532
Delta_4000,Solar PV Potential,techStocks 2050 Ser02_03,0.1257935047083313,0.1257935047083313,0.0016229584739536618,0.0,0.0,0.09956760871056912
Delta_4000,Nuclear Costs,techStocks 2050 Ser02_03,0.12926292121728128,0.12926292121728128,0.0018061962931342126,0.0,0.0,0.16475083611117075
Delta_4000,Nuclear Potential,techStocks 2050 Ser02_03,0.1291776120898371,0.1291776120898371,0.0016465049496019852,0.0,0.0,0.1631480524041135
Delta_4000,Hydrogen Import Potential,techStocks 2050 Ser02_03,0.1275145655953241,0.1275145655953241,0.0014489529228040056,0.0,0.0,0.13190281633920997
Delta_4000,Hydrogen Import Price,techStocks 2050 Ser02_03,0.12527658670678898,0.12527658670678898,0.00247663647423655,0.0,0.0,0.08985577862182725
Delta_4000,Biomass Import Potential,techStocks 2050 Ser02_03,0.12629526263294155,0.12629526263294155,0.002001099074288532,0.0,0.0,0.1089946120166155
Delta_4000,Biomass Import Price,techStocks 2050 Ser02_03,0.12859142530715859,0.12859142530715859,0.002195137490146533,0.0,0.0,0.15213480384891903
Delta_4000,Ammonia Import Potential,techStocks 2050 Ser02_03,0.1204939588099039,0.1204939588099039,0.002443789125887784,0.0,0.0,0.0
Delta_4000,Ammonia Import Price,techStocks 2050 Ser02_03,0.12545128815650042,0.12545128815650042,0.002115456353302077,0.0,0.0,0.09313806090023888
Delta_4000,CCS potential,techStocks 2050 Ser02_03,0.12438337487573631,0.12438337487573631,0.0033305329908811343,0.0,0.0,0.07307415849918722
Delta_4000,Flexibility Costs,techStocks 2050 Ser02_03,0.12817847371673258,0.12817847371673258,0.0018428938023802752,0.0,0.0,0.14437628959883111
Delta_4000,LNG Import Price,techStocks 2050 Ser02_03,0.13088776293718557,0.13088776293718557,0.0017647329092975526,0.0,0.0,0.1952782827424087
Delta_4000,Electricity Trade Price,techStocks 2050 Ser02_03,0.1285838154257789,0.1285838154257789,0.0016016616739342974,0.0,0.0,0.15199182977037184
Delta_4000,Weather Conditions,techStocks 2050 Ser02_03,0.15354295447431454,0.15354295447431454,0.003391113684811477,0.0,0.0,0.6209229114456379
Delta_4000,Electricity Trade Ratio,techStocks 2050 Ser02_03,0.12763487895873457,0.12763487895873457,0.0013997528439823438,0.0,0.0,0.13416325791671604
Delta_4000,Electricity Trade Volume,techStocks 2050 Ser02_03,0.1310079175287758,0.1310079175287758,0.0013301539480900628,0.0,0.0,0.19753574132273433
Delta_4000,WACC,techStocks 2050 Ser02_03,0.17371956066032634,0.17371956066032634,0.07275733901232392,0.0,0.0,1.0
Delta_4000,Bunker Emission Reduction,techStocks 2050 Ser02_03,0.12473707834511946,0.12473707834511946,0.0019769764643439336,0.0,0.0,0.07971952195373587
Delta_4000,End-of-Life Emission Reduction,techStocks 2050 Ser02_03,0.128782839938007,0.128782839938007,0.0017747213046302025,0.0,0.0,0.1557310925557396
Delta_4000,CO2 Cap,techStocks 2050 TOT01_03,,,,,,
Delta_4000,Buildings demand,techStocks 2050 TOT01_03,,,,,,
Delta_4000,Steel Production,techStocks 2050 TOT01_03,,,,,,
Delta_4000,Chemical Production,techStocks 2050 TOT01_03,,,,,,
Delta_4000,Passenger Cars,techStocks 2050 TOT01_03,,,,,,
Delta_4000,Bunker aviation,techStocks 2050 TOT01_03,,,,,,
Delta_4000,Bunker navigation,techStocks 2050 TOT01_03,,,,,,
Delta_4000,Agriculture neGHG CH4,techStocks 2050 TOT01_03,,,,,,
Delta_4000,Agriculture neGHG N2O,techStocks 2050 TOT01_03,,,,,,
Delta_4000,Wind offshore Costs,techStocks 2050 TOT01_03,,,,,,
Delta_4000,Wind offshore Potential,techStocks 2050 TOT01_03,,,,,,
Delta_4000,Solar PV Costs,techStocks 2050 TOT01_03,,,,,,
Delta_4000,Solar PV Potential,techStocks 2050 TOT01_03,,,,,,
Delta_4000,Nuclear Costs,techStocks 2050 TOT01_03,,,,,,
Delta_4000,Nuclear Potential,techStocks 2050 TOT01_03,,,,,,
Delta_4000,Hydrogen Import Potential,techStocks 2050 TOT01_03,,,,,,
Delta_4000,Hydrogen Import Price,techStocks 2050 TOT01_03,,,,,,
Delta_4000,Biomass Import Potential,techStocks 2050 TOT01_03,,,,,,
Delta_4000,Biomass Import Price,techStocks 2050 TOT01_03,,,,,,
Delta_4000,Ammonia Import Potential,techStocks 2050 TOT01_03,,,,,,
Delta_4000,Ammonia Import Price,techStocks 2050 TOT01_03,,,,,,
Delta_4000,CCS potential,techStocks 2050 TOT01_03,,,,,,
Delta_4000,Flexibility Costs,techStocks 2050 TOT01_03,,,,,,
Delta_4000,LNG Import Price,techStocks 2050 TOT01_03,,,,,,
Delta_4000,Electricity Trade Price,techStocks 2050 TOT01_03,,,,,,
Delta_4000,Weather Conditions,techStocks 2050 TOT01_03,,,,,,
Delta_4000,Electricity Trade Ratio,techStocks 2050 TOT01_03,,,,,,
Delta_4000,Electricity Trade Volume,techStocks 2050 TOT01_03,,,,,,
Delta_4000,WACC,techStocks 2050 TOT01_03,,,,,,
Delta_4000,Bunker Emission Reduction,techStocks 2050 TOT01_03,,,,,,
Delta_4000,End-of-Life Emission Reduction,techStocks 2050 TOT01_03,,,,,,
Delta_4000,CO2 Cap,techStocks 2050 TNB01_03,0.11331193203184906,0.11331193203184906,0.004208602984913631,0.0,0.0,0.040579915172440265
Delta_4000,Buildings demand,techStocks 2050 TNB01_03,0.10995657817884913,0.10995657817884913,0.00412527300228703,0.0,0.0,0.01474132509128043
Delta_4000,Steel Production,techStocks 2050 TNB01_03,0.11087315406541139,0.11087315406541139,0.004246059830383951,0.0,0.0,0.021799605573377272
Delta_4000,Chemical Production,techStocks 2050 TNB01_03,0.1151655836774533,0.1151655836774533,0.004183949630576755,0.0,0.0,0.05485433960645736
Delta_4000,Passenger Cars,techStocks 2050 TNB01_03,0.11186868743103144,0.11186868743103144,0.0039183519622315085,0.0,0.0,0.029465914306620312
Delta_4000,Bunker aviation,techStocks 2050 TNB01_03,0.11659200722988469,0.11659200722988469,0.004110783866591232,0.0,0.0,0.06583880654142275
Delta_4000,Bunker navigation,techStocks 2050 TNB01_03,0.11197515994797458,0.11197515994797458,0.0037347091001564215,0.0,0.0,0.030285827746671767
Delta_4000,Agriculture neGHG CH4,techStocks 2050 TNB01_03,0.11521736496920519,0.11521736496920519,0.003655484319906031,0.0,0.0,0.05525309205703831
Delta_4000,Agriculture neGHG N2O,techStocks 2050 TNB01_03,0.11363572094924317,0.11363572094924317,0.003359942595840815,0.0,0.0,0.04307331809681109
Delta_4000,Wind offshore Costs,techStocks 2050 TNB01_03,0.11023237879906929,0.11023237879906929,0.003695994861184667,0.0,0.0,0.01686518429725566
Delta_4000,Wind offshore Potential,techStocks 2050 TNB01_03,0.11115557838437788,0.11115557838437788,0.004125804841965148,0.0,0.0,0.02397447192918698
Delta_4000,Solar PV Costs,techStocks 2050 TNB01_03,0.11116239770955522,0.11116239770955522,0.004093747088494885,0.0,0.0,0.02402698554045029
Delta_4000,Solar PV Potential,techStocks 2050 TNB01_03,0.11602692959897513,0.11602692959897513,0.004176641555432152,0.0,0.0,0.061487310422451334
Delta_4000,Nuclear Costs,techStocks 2050 TNB01_03,0.10922139734774178,0.10922139734774178,0.0038384400770640416,0.0,0.0,0.009079914413677696
Delta_4000,Nuclear Potential,techStocks 2050 TNB01_03,0.10963190477688184,0.10963190477688184,0.0036444331035661026,0.0,0.0,0.012241111012163861
Delta_4000,Hydrogen Import Potential,techStocks 2050 TNB01_03,0.11533264452356425,0.11533264452356425,0.00405288127728556,0.0,0.0,0.05614082589386129
Delta_4000,Hydrogen Import Price,techStocks 2050 TNB01_03,0.11129734777390424,0.11129734777390424,0.003580777254599727,0.0,0.0,0.025066196171252445
Delta_4000,Biomass Import Potential,techStocks 2050 TNB01_03,0.11302996148209395,0.11302996148209395,0.003908265336848767,0.0,0.0,0.03840854315945046
Delta_4000,Biomass Import Price,techStocks 2050 TNB01_03,0.12906605227537035,0.12906605227537035,0.007824992752816251,0.0,0.0,0.16189774717925057
Delta_4000,Ammonia Import Potential,techStocks 2050 TNB01_03,0.11114925746898507,0.11114925746898507,0.0032091429253205623,0.0,0.0,0.02392579642462688
Delta_4000,Ammonia Import Price,techStocks 2050 TNB01_03,0.1182017793162525,0.1182017793162525,0.0040129431988343255,0.0,0.0,0.07823518644232742
Delta_4000,CCS potential,techStocks 2050 TNB01_03,0.11885846687170488,0.11885846687170488,0.00391867655497603,0.0,0.0,0.08329214356223372
Delta_4000,Flexibility Costs,techStocks 2050 TNB01_03,0.1147143339490955,0.1147143339490955,0.003895965982746464,0.0,0.0,0.05137939858202636
Delta_4000,LNG Import Price,techStocks 2050 TNB01_03,0.2109454819069239,0.2109454819069239,0.008211092450684214,0.0,0.0,0.7924270776215055
Delta_4000,Electricity Trade Price,techStocks 2050 TNB01_03,0.11762812555588631,0.11762812555588631,0.003475532583819897,0.0,0.0,0.07381764808065337
Delta_4000,Weather Conditions,techStocks 2050 TNB01_03,0.10804229563525873,0.10804229563525873,0.003826185260914106,0.0,0.0,0.0
Delta_4000,Electricity Trade Ratio,techStocks 2050 TNB01_03,0.11108187921553395,0.11108187921553395,0.0039894153429957625,0.0,0.0,0.023406936373621637
Delta_4000,Electricity Trade Volume,techStocks 2050 TNB01_03,0.1160417760154962,0.1160417760154962,0.003783642213313814,0.0,0.0,0.061601638295894254
Delta_4000,WACC,techStocks 2050 TNB01_03,0.10981135378333587,0.10981135378333587,0.003972808144478285,0.0,0.0,0.013622994867451294
Delta_4000,Bunker Emission Reduction,techStocks 2050 TNB01_03,0.2379005364471859,0.2379005364471859,0.014153751265779651,0.0,0.0,1.0
Delta_4000,End-of-Life Emission Reduction,techStocks 2050 TNB01_03,0.12607764662091758,0.12607764662091758,0.0038600772518550333,0.0,0.0,0.13888491691320023
Delta_4000,CO2 Cap,techStocks 2050 TNB01_02,0.1228592122824841,0.1228592122824841,0.0012174116734484958,0.0,0.0,0.15175121920150275
Delta_4000,Buildings demand,techStocks 2050 TNB01_02,0.12378307371642809,0.12378307371642809,0.0011413688703719946,0.0,0.0,0.22479680022602486
Delta_4000,Steel Production,techStocks 2050 TNB01_02,0.12227493659172384,0.12227493659172384,0.0011287664887320592,0.0,0.0,0.10555516020173407
